name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,ef21corr_rand,f21corr,f21,limflagmhi,confused,deconf_mode,ef21corr_sys,hitelescope,rms_hi,e_f21,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b
rs1119,0.015,0.426,0.023,0.01,-99.0,0.054,-99.0,0.099,-99.0,20.284,0.038,3.2763,0.05,-99.0,0.725,0.134,204.1831,0.071,-99.0,-99.0,5.73,18.001,16.482,17.461,0.648,1.84,0.111,-99.0,17.244,0.58,0.238,13.82,-99.0,0.031,2.988,3.808,1.796,1.575,8.65,-99.0,6359.42,-99.0,0.026,-17.405,2.659,17.13,0.245,0.031,0.172,6367.4,0.12,-99.0,0.027,-99.0,18.965,1,0.0,0.0,0.28,1,0,0,0.0,ALFALFA,2.49,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1120,0.015,0.695,0.023,0.01,0.033,0.054,12.101,0.098,12.082,19.774,0.038,3.2804,0.022,0.093,0.053,0.134,204.2007,0.071,0.083,13.311,12.91,16.114,13.904,15.353,1.072,2.697,-0.114,12.404,14.931,0.25,0.238,29.45,0.041,0.024,4.272,5.334,2.647,2.269,9.91,-99.0,6775.95,-99.0,0.021,-19.634,3.759,14.6,0.244,0.031,0.098,6733.5,0.118,0.054,0.024,12.525,17.522,1,0.0,0.0,0.73,0,0,0,0.0,AO,0.62,0.04,12.82,1,12.93,12.6,21877.0,0.0,12.82,0,0.0,1,11713.0,12.73,12.93,0
rs1121,0.015,0.486,0.024,0.01,0.039,0.055,12.228,0.1,12.031,17.781,0.039,3.5253,0.022,0.143,0.112,0.135,204.2084,0.072,0.079,13.149,6.35,15.43,13.692,14.861,0.76,2.087,-0.088,12.562,14.578,0.74,0.241,12.91,0.151,0.022,3.272,4.193,1.945,1.671,9.87,-99.0,6973.72,-99.0,0.023,-20.215,3.008,14.344,0.247,0.032,0.103,7011.5,0.025,0.087,0.021,12.638,16.638,1,0.09,1.24,0.91,0,1,1,1.13,ALFALFA,2.71,0.07,13.06,1,13.0,11.74,21884.0,0.73,13.06,0,0.79,1,11720.0,11.77,13.0,0
rs1122,0.014,0.621,0.022,0.009,0.158,0.052,12.199,0.094,12.13,18.691,0.037,3.4933,0.022,0.203,0.103,0.127,204.2388,0.068,0.119,13.106,13.02,15.611,13.513,14.931,0.938,2.278,-0.082,12.403,14.574,0.29,0.227,27.39,0.15,0.022,3.636,4.566,2.296,1.979,10.09,-99.0,6973.72,-99.0,0.021,-20.118,3.208,14.306,0.233,0.03,0.032,6940.4,0.046,0.144,0.021,12.587,16.986,1,0.14,1.57,0.95,0,1,1,1.15,ALFALFA,3.35,0.1,13.06,1,13.0,11.74,21884.0,0.73,13.06,0,0.79,1,11720.0,11.77,13.0,0
rs1123,0.016,0.63,0.024,0.01,0.013,0.056,12.208,0.102,12.073,18.515,0.04,0.2257,0.024,0.148,0.05,0.139,204.244,0.074,0.061,13.014,8.1,15.538,13.522,14.852,0.949,2.309,-0.097,12.234,14.483,0.41,0.248,18.08,0.092,0.021,3.685,4.612,2.325,2.006,10.11,-99.0,6434.52,-99.0,0.024,-20.04,3.235,14.22,0.254,0.032,0.043,6434.5,0.06,0.06,0.021,12.443,16.986,1,0.0,0.0,1.89,0,0,0,0.0,ALFALFA,2.99,0.14,11.64,1,11.6,11.59,21885.0,2.34,11.45,0,3.16,1,11721.0,11.61,11.6,0
rs1124,0.016,0.236,0.024,0.01,0.606,0.056,15.88,0.103,-99.0,19.256,0.04,4.9301,0.084,0.589,0.489,0.139,204.2613,0.074,-99.0,-99.0,6.76,17.642,16.858,17.264,0.374,1.435,-0.112,-99.0,17.07,0.76,0.248,13.75,-99.0,0.147,2.409,3.175,1.349,1.21,8.49,-99.0,6838.95,-99.0,0.081,-17.76,2.201,16.819,0.255,0.032,0.127,6839.2,0.174,-99.0,0.066,15.349,18.585,1,0.0,0.0,0.65,0,0,0,0.0,ALFALFA,2.23,0.05,12.43,0,0.0,11.05,26508.0,1.68,12.18,0,0.0,1,0.0,0.0,0.0,0
rs1125,0.016,0.379,0.025,0.01,0.532,0.057,15.25,0.103,-99.0,19.842,0.04,4.6924,0.073,0.461,0.204,0.14,204.2808,0.075,-99.0,15.88,2.61,17.921,16.429,17.465,0.594,1.807,-0.051,-99.0,17.249,0.95,0.249,4.9,-99.0,0.024,2.872,3.72,1.658,1.443,8.69,-99.0,6862.29,-99.0,0.021,-17.591,2.656,17.036,0.256,0.033,0.051,6939.4,0.441,0.331,0.023,15.341,19.052,1,0.0,0.0,0.13,0,0,0,0.0,AO,0.4,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1126,0.013,0.371,0.021,0.009,0.091,0.049,13.884,0.089,13.989,18.739,0.035,2.4298,0.023,0.254,0.097,0.12,204.3132,0.064,0.223,14.856,5.9,16.697,15.259,16.257,0.583,1.793,-0.032,13.765,16.019,0.28,0.214,12.98,0.101,0.027,2.855,3.705,1.644,1.432,8.89,-99.0,5333.83,-99.0,0.022,-18.219,2.644,15.844,0.22,0.028,0.033,5338.4,0.042,0.152,0.028,14.207,17.762,1,0.0,0.0,1.21,0,0,0,0.0,ALFALFA,2.83,0.1,11.34,0,0.0,11.12,23934.0,4.16,11.34,0,0.0,1,0.0,0.0,0.0,0
rs1127,0.015,0.749,0.023,0.009,0.069,0.053,12.674,0.097,12.397,21.148,0.038,3.9386,0.022,0.031,0.059,0.132,204.3279,0.07,0.068,13.591,4.78,16.095,13.963,15.332,1.099,2.423,-0.008,12.843,14.958,0.37,0.235,12.67,0.042,0.021,3.968,4.889,2.644,2.294,10.03,-99.0,6709.5,-99.0,0.021,-19.621,3.344,14.666,0.241,0.031,0.043,6631.5,0.24,0.032,0.021,12.86,17.782,1,0.0,0.0,0.15,1,0,0,0.0,GBT,0.97,0.0,12.31,1,12.34,12.04,21891.0,0.0,12.31,0,0.0,1,11727.0,12.14,12.34,0
rs1128,0.016,0.346,0.025,0.01,-99.0,0.058,-99.0,0.105,-99.0,19.257,0.041,4.689,0.053,-99.0,0.156,0.143,204.3408,0.076,-99.0,15.394,2.43,17.612,16.133,17.2,0.566,1.834,0.113,-99.0,16.995,0.74,0.254,6.25,-99.0,0.036,2.745,3.644,1.478,1.258,8.65,-99.0,6862.29,-99.0,0.028,-17.806,2.733,16.746,0.26,0.033,0.069,6778.5,0.085,0.157,0.032,-99.0,18.561,1,0.0,0.0,0.33,0,0,0,0.0,GBT,1.09,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1129,0.015,0.791,0.023,0.01,0.116,0.054,10.947,0.098,10.854,19.783,0.038,3.8975,0.021,0.137,0.023,0.134,204.3468,0.071,0.022,11.917,7.05,14.721,12.436,13.898,1.155,2.659,-0.044,11.137,13.481,0.37,0.238,26.34,0.066,0.021,4.342,5.292,2.837,2.474,10.67,-99.0,6709.5,-99.0,0.021,-21.1,3.609,13.158,0.244,0.031,0.062,6769.4,0.205,0.051,0.021,11.294,16.503,1,0.0,0.0,0.48,1,0,0,0.0,ALFALFA,2.49,0.0,12.31,1,12.34,12.04,21891.0,0.0,12.31,0,0.0,1,11727.0,12.14,12.34,0
rs1130,0.013,0.337,0.02,0.008,0.444,0.046,15.539,0.084,-99.0,20.205,0.033,2.2205,0.102,1.079,0.451,0.114,204.367,0.061,-99.0,-99.0,7.96,18.582,17.044,18.271,0.538,1.754,0.144,-99.0,17.956,0.22,0.203,15.29,-99.0,0.178,2.828,3.699,1.612,1.411,8.07,-99.0,5324.8,-99.0,0.151,-16.196,2.626,17.721,0.209,0.027,0.349,5324.8,0.403,-99.0,0.057,16.358,19.507,0,0.0,0.0,0.94,0,0,0,0.0,ALFALFA,2.79,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1131,0.015,0.561,0.023,0.009,0.094,0.053,10.932,0.096,10.783,16.761,0.038,4.1047,0.041,0.063,0.087,0.131,204.3721,0.07,0.081,11.648,9.35,14.236,12.34,13.596,0.86,2.208,-0.125,11.174,13.268,0.87,0.233,24.58,0.328,0.021,3.463,4.386,2.115,1.816,10.55,-99.0,6871.7,-99.0,0.023,-21.435,3.131,13.026,0.239,0.03,0.033,6875.3,0.016,0.146,0.03,11.259,15.553,1,0.0,0.0,1.24,0,0,0,0.0,ALFALFA,2.15,0.06,12.33,1,12.35,11.98,21894.0,0.95,12.33,0,0.0,1,11730.0,12.07,12.35,0
rs1132,0.013,0.184,0.02,0.008,0.661,0.047,16.424,0.086,-99.0,19.441,0.033,1.0831,0.055,1.326,-99.0,0.116,204.3752,0.062,-99.0,-99.0,6.44,17.866,-99.0,17.608,0.295,1.319,-0.105,-99.0,17.416,0.79,0.207,13.64,-99.0,0.049,2.241,2.988,1.217,1.106,8.21,-99.0,6409.3,-99.0,0.055,-17.263,2.066,17.376,0.213,0.027,0.074,6409.3,0.112,-99.0,0.026,16.54,18.793,0,0.0,0.0,0.82,0,0,0,0.0,ALFALFA,3.34,0.1,11.65,0,0.0,11.05,26512.0,1.58,11.65,0,0.0,1,0.0,0.0,0.0,0
rs1133,0.015,0.28,0.023,0.01,0.32,0.054,16.216,0.098,-99.0,20.501,0.038,0.7821,0.168,0.462,0.272,0.133,204.3963,0.071,-99.0,-99.0,2.29,18.722,17.543,18.379,0.447,1.585,0.024,-99.0,18.166,0.63,0.236,5.61,-99.0,0.033,2.585,3.401,1.447,1.28,8.13,-99.0,6788.2,-99.0,0.034,-16.625,2.401,18.139,0.243,0.031,0.129,6788.2,0.175,-99.0,0.027,16.51,19.665,0,0.0,0.0,0.29,1,0,0,0.0,ALFALFA,2.88,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1134,0.013,0.51,0.02,0.008,0.207,0.047,12.611,0.085,12.521,18.054,0.033,3.4726,0.022,0.085,0.139,0.115,204.4254,0.061,0.085,13.286,8.99,15.448,13.84,14.878,0.761,1.941,-0.125,12.585,14.59,0.9,0.205,18.48,0.197,0.022,3.142,3.924,1.962,1.711,9.95,-99.0,6809.76,-99.0,0.021,-20.127,2.723,14.406,0.21,0.027,0.031,6820.9,0.018,0.059,0.021,12.992,16.707,1,0.0,0.0,0.67,0,0,0,0.0,ALFALFA,3.46,0.09,12.51,1,12.65,11.44,21895.0,1.07,12.51,0,1.19,1,11731.0,11.54,12.65,0
rs1135,0.014,0.278,0.023,0.009,0.714,0.052,15.66,0.095,-99.0,19.943,0.037,3.7955,0.215,0.55,1.023,0.129,204.4691,0.069,-99.0,-99.0,5.92,17.935,16.624,17.587,0.442,1.57,-0.085,-99.0,17.41,0.41,0.23,12.16,-99.0,0.031,2.634,3.451,1.506,1.342,8.41,-99.0,6591.16,-99.0,0.05,-17.352,2.388,17.133,0.236,0.03,0.145,6593.4,0.072,-99.0,0.028,15.795,18.89,1,0.0,0.0,0.37,0,0,0,0.0,ALFALFA,2.53,0.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1136,0.014,0.126,0.022,0.009,-99.0,0.05,-99.0,0.09,-99.0,18.907,0.035,4.1413,0.377,-99.0,1.086,0.123,204.5201,0.066,-99.0,-99.0,7.98,17.765,17.026,17.56,0.22,1.26,-0.036,-99.0,17.517,0.54,0.219,20.7,-99.0,0.041,1.926,2.691,0.886,0.792,8.17,-99.0,6505.32,-99.0,0.075,-17.349,2.025,17.716,0.224,0.029,0.065,6511.6,0.076,-99.0,0.048,-99.0,18.301,1,0.0,0.0,1.68,0,0,0,0.0,ALFALFA,2.22,0.07,12.8,0,0.0,11.24,20192.0,1.06,12.58,0,0.0,1,0.0,0.0,0.0,0
rs1137,0.015,0.377,0.023,0.01,0.058,0.054,13.436,0.099,13.328,-99.0,0.038,0.0204,0.03,0.281,0.078,0.134,204.5267,0.072,0.214,14.021,5.62,16.008,14.617,15.58,0.585,1.746,0.085,13.444,15.344,0.72,0.238,13.54,0.105,0.032,2.703,3.501,1.542,1.333,9.49,-99.0,6625.94,-99.0,0.021,-19.374,2.544,15.143,0.245,0.031,0.03,6628.6,-99.0,0.082,0.022,13.668,17.042,1,0.0,0.0,1.01,0,0,0,0.0,ALFALFA,3.29,0.14,12.41,1,11.83,11.26,23388.0,2.35,12.12,0,3.17,1,13162.0,11.28,11.83,0
rs1138,0.019,0.553,0.03,0.012,-99.0,0.07,-99.0,0.126,-99.0,21.536,0.049,4.5146,0.142,-99.0,-99.0,0.172,204.5473,0.092,-99.0,-99.0,4.12,18.532,-99.0,17.911,0.848,2.216,0.004,-99.0,17.586,0.58,0.306,8.88,-99.0,0.031,3.592,4.542,2.225,1.929,8.67,-99.0,6951.53,-99.0,0.242,-17.074,3.165,17.327,0.314,0.04,0.371,6664.5,0.324,-99.0,0.035,-99.0,19.868,0,0.0,0.0,0.26,1,0,0,0.0,ALFALFA,2.45,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1139,0.02,0.734,0.032,0.013,-99.0,0.073,-99.0,0.133,9.917,17.633,0.052,4.5425,0.024,-99.0,-99.0,0.181,204.5659,0.097,0.077,10.974,16.48,13.43,-99.0,12.64,1.091,2.439,-0.05,10.239,12.222,0.58,0.322,69.83,0.029,0.021,3.995,4.944,2.647,2.289,11.19,-99.0,6951.53,-99.0,0.02,-22.417,3.389,11.942,0.331,0.042,0.043,6875.7,0.037,0.031,0.021,-99.0,15.307,1,0.0,0.0,0.72,0,0,0,0.0,S05-AO,0.62,0.04,12.54,1,12.61,12.72,21901.0,0.0,12.54,0,0.0,1,11737.0,12.79,12.61,0
rs1140,0.015,0.194,0.024,0.01,0.819,0.055,17.091,0.101,-99.0,20.209,0.039,1.8907,0.406,2.143,1.028,0.137,204.5841,0.073,-99.0,-99.0,5.39,18.783,17.978,18.494,0.314,1.37,-0.032,-99.0,18.365,0.55,0.243,12.39,-99.0,0.075,2.269,3.038,1.213,1.093,7.57,-99.0,4515.2,-99.0,0.053,-15.627,2.139,17.809,0.25,0.032,0.261,4515.2,0.169,-99.0,0.048,17.129,19.629,0,0.0,0.0,0.26,1,0,0,0.0,ALFALFA,2.83,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1141,0.014,0.292,0.022,0.009,0.408,0.05,15.245,0.091,-99.0,19.193,0.036,1.0448,0.089,0.858,0.264,0.124,204.6027,0.066,-99.0,15.84,7.53,17.348,16.503,16.986,0.458,1.562,-0.113,-99.0,16.77,0.52,0.221,17.93,-99.0,0.026,2.561,3.339,1.457,1.291,8.43,-99.0,4851.9,-99.0,0.031,-17.284,2.34,16.572,0.226,0.029,0.051,4851.9,0.087,0.46,0.024,15.358,18.323,0,0.0,0.0,1.13,0,0,0,0.0,ALFALFA,3.05,0.11,11.31,0,0.0,11.01,26515.0,2.83,11.27,0,0.0,1,0.0,0.0,0.0,0
rs1142,0.017,0.407,0.027,0.011,0.36,0.063,13.841,0.114,13.994,18.477,0.044,0.5102,0.029,0.207,0.099,0.155,204.6187,0.083,0.654,14.616,12.04,16.552,15.171,16.1,0.623,1.785,-0.058,14.336,15.823,0.2,0.275,26.37,0.362,0.039,2.8,3.589,1.637,1.421,9.29,-99.0,6695.77,-99.0,0.074,-18.875,2.574,15.613,0.283,0.036,0.076,6660.8,0.068,0.215,0.025,14.262,17.476,1,0.1,3.22,5.2,0,1,1,3.19,ALFALFA,2.94,0.13,12.61,1,12.3,12.02,21905.0,0.0,12.61,0,1.56,1,11741.0,11.93,12.3,0
rs1143,0.013,0.211,0.021,0.008,-99.0,0.048,13.234,0.087,13.502,17.329,0.034,2.5285,0.269,0.282,0.077,0.118,204.621,0.063,1.114,14.264,13.07,15.81,14.782,15.483,0.337,1.383,-0.046,14.334,15.323,0.3,0.21,25.7,0.326,0.027,2.286,3.034,1.24,1.115,8.95,-99.0,5330.39,-99.0,0.101,-18.983,2.13,15.145,0.215,0.027,0.062,5316.8,0.017,0.24,0.025,-99.0,16.691,1,0.0,0.0,2.38,0,0,0,0.0,ALFALFA,2.46,0.08,10.89,1,11.17,11.27,23391.0,5.05,10.89,1,14.4,1,13165.0,11.17,11.17,0
rs1144,0.017,0.594,0.027,0.011,0.023,0.063,11.203,0.114,10.91,17.117,0.045,0.5403,0.028,0.077,-99.0,0.155,204.634,0.083,0.114,12.115,10.91,14.462,-99.0,13.816,0.901,2.216,-0.14,11.4,13.456,0.51,0.276,33.71,0.037,0.024,3.491,4.406,2.177,1.869,10.51,-99.0,6695.77,-99.0,0.02,-21.161,3.13,13.209,0.283,0.036,0.048,6667.0,0.024,0.047,0.021,11.448,15.81,1,0.13,5.2,5.2,0,1,1,3.77,ALFALFA,2.94,0.13,12.61,1,12.3,12.02,21905.0,0.0,12.61,0,1.56,1,11741.0,11.93,12.3,0
rs1145,0.017,0.14,0.027,0.011,0.055,0.063,13.732,0.114,13.374,17.712,0.045,0.5458,0.414,0.147,0.126,0.155,204.6656,0.083,0.244,13.991,18.74,15.75,14.902,15.369,0.221,1.153,-0.135,14.079,15.111,0.5,0.276,80.72,0.2,0.13,2.148,2.863,1.215,1.134,9.01,-99.0,6695.77,-99.0,0.207,-19.647,1.868,14.586,0.283,0.036,0.234,6788.1,0.028,0.349,0.165,14.164,16.742,1,0.28,2.21,3.29,0,1,3,0.5,ALFALFA,3.23,0.11,12.61,1,12.3,12.02,21905.0,0.0,12.61,0,1.56,1,11741.0,11.93,12.3,0
rs1146,0.018,0.478,0.029,0.012,-99.0,0.067,-99.0,0.121,12.011,17.572,0.047,4.4591,0.058,-99.0,0.033,0.165,204.6835,0.088,0.309,12.931,10.87,15.142,13.62,14.59,0.721,1.928,-0.028,12.243,14.305,0.85,0.293,22.78,0.136,0.021,3.086,3.906,1.879,1.635,10.01,-99.0,6951.53,-99.0,0.021,-20.503,2.748,14.1,0.301,0.038,0.029,7017.7,0.017,0.106,0.021,-99.0,16.377,1,0.14,1.1,1.15,0,1,2,0.22,ALFALFA,2.53,0.09,12.54,1,12.61,12.72,21901.0,0.0,12.54,0,0.0,1,11737.0,12.79,12.61,0
rs1147,0.014,0.271,0.023,0.009,2.498,0.052,14.459,0.095,-99.0,19.402,0.037,4.1307,0.114,1.056,0.461,0.129,204.7258,0.069,-99.0,-99.0,7.27,17.718,16.552,17.381,0.444,1.635,-0.075,-99.0,17.201,0.34,0.229,16.21,-99.0,0.027,2.575,3.429,1.385,1.211,8.47,-99.0,6528.1,-99.0,0.035,-17.533,2.488,17.045,0.235,0.03,0.081,6518.5,0.107,-99.0,0.029,13.916,18.652,1,0.0,0.0,0.64,0,0,0,0.0,ALFALFA,2.27,0.08,12.66,0,0.0,11.02,26516.0,1.09,12.66,0,0.0,1,0.0,0.0,0.0,0
rs1148,0.014,0.569,0.023,0.009,0.434,0.052,14.373,0.095,14.326,20.274,0.037,4.2291,0.082,0.104,0.264,0.129,204.7339,0.069,0.412,15.318,4.15,17.446,15.71,16.813,0.854,2.093,-0.02,14.198,16.488,0.73,0.229,8.02,0.245,0.028,3.368,4.208,2.128,1.844,9.27,-99.0,6864.99,-99.0,0.023,-18.212,2.934,16.211,0.235,0.03,0.083,6859.9,0.074,0.341,0.026,14.668,18.765,1,0.0,0.0,0.02,1,0,0,0.0,AO,0.16,0.0,12.54,1,12.79,12.72,21901.0,0.0,12.54,0,0.83,1,13736.0,11.2,12.79,0
rs1149,0.013,0.222,0.021,0.009,0.151,0.049,15.368,0.088,-99.0,19.274,0.034,2.1508,0.127,0.2,0.42,0.12,204.7357,0.064,-99.0,-99.0,5.78,17.584,16.58,17.295,0.354,1.415,-0.078,14.792,17.122,0.38,0.213,11.12,0.22,0.029,2.36,3.125,1.299,1.166,8.47,-99.0,6942.69,-99.0,0.03,-17.749,2.18,16.903,0.219,0.028,0.067,6934.7,0.182,-99.0,0.025,15.687,18.512,1,0.08,1.86,2.13,0,1,1,1.58,GBT,2.16,0.09,11.71,0,0.0,11.5,23393.0,1.63,11.71,0,0.0,1,0.0,0.0,0.0,0
rs1150,0.014,0.513,0.021,0.009,0.067,0.049,12.368,0.09,12.461,18.229,0.035,2.1638,0.023,0.043,0.044,0.122,204.7691,0.065,0.091,13.345,16.89,15.438,13.886,14.941,0.783,2.013,-0.212,12.445,14.563,0.25,0.217,49.92,0.395,0.022,3.272,4.126,2.042,1.772,9.99,-99.0,6942.69,-99.0,0.024,-20.114,2.867,14.273,0.223,0.028,0.035,6967.8,0.034,0.123,0.032,12.638,16.703,1,0.12,5.97,5.97,0,1,1,2.06,ALFALFA,2.64,0.12,11.71,1,11.69,11.5,23393.0,1.63,11.71,0,1.61,1,13167.0,11.52,11.69,0
rs1151,0.018,0.192,0.028,0.011,0.168,0.064,14.572,0.117,-99.0,18.17,0.046,4.9798,0.045,0.935,0.211,0.159,204.7961,0.085,-99.0,14.388,12.87,16.396,15.513,15.966,0.296,1.27,-0.135,14.298,15.725,0.46,0.283,50.72,0.213,0.05,2.328,3.063,1.353,1.249,8.89,-99.0,6752.28,-99.0,0.193,-19.039,2.006,15.826,0.29,0.037,0.096,6746.1,0.243,0.728,0.165,14.603,17.591,1,0.0,0.0,1.65,0,0,0,0.0,ALFALFA,2.38,0.08,12.81,0,0.0,11.29,24042.0,0.92,12.53,0,0.0,1,0.0,0.0,0.0,0
rs1152,0.019,0.498,0.029,0.012,0.093,0.068,11.228,0.123,11.189,16.582,0.048,4.6233,0.024,0.116,0.022,0.168,204.8051,0.09,0.142,12.134,10.43,14.388,12.75,13.827,0.764,2.026,-0.122,11.532,13.517,0.91,0.299,23.84,0.146,0.021,3.141,4.012,1.879,1.613,10.35,-99.0,6813.23,-99.0,0.02,-21.185,2.897,13.302,0.307,0.039,0.027,6752.7,0.016,0.078,0.021,11.59,15.603,1,0.0,0.0,2.25,0,0,0,0.0,ALFALFA,2.4,0.06,12.7,1,12.93,11.91,21908.0,0.65,12.7,0,0.64,1,11744.0,11.91,12.93,0
rs1153,0.016,0.139,0.026,0.01,2.134,0.059,16.051,0.108,-99.0,20.134,0.042,0.3366,0.052,0.677,0.84,0.147,204.8224,0.078,-99.0,-99.0,2.46,18.65,17.408,18.534,0.237,1.302,-0.146,-99.0,18.434,0.64,0.261,4.86,-99.0,0.079,2.135,2.92,1.071,0.972,7.87,-99.0,6644.46,-99.0,0.065,-16.429,2.086,18.219,0.268,0.034,0.075,6637.8,0.128,-99.0,0.032,16.442,19.482,0,0.0,0.0,0.29,1,0,0,0.0,ALFALFA,2.99,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1154,0.018,0.384,0.028,0.012,0.029,0.065,12.732,0.119,12.801,17.32,0.046,4.5107,0.022,0.046,0.08,0.162,204.8639,0.086,0.144,13.456,7.16,15.556,14.08,15.133,0.611,1.847,-0.061,13.003,14.903,0.4,0.287,16.73,0.203,0.024,3.103,4.002,1.867,1.641,9.51,-99.0,6813.23,-99.0,0.024,-19.905,2.745,14.713,0.295,0.038,0.037,6847.5,0.019,0.07,0.021,13.008,17.242,1,0.1,3.64,3.63,0,1,1,2.01,ALFALFA,2.32,0.1,12.7,1,12.93,11.91,21908.0,0.65,12.7,0,0.64,1,11744.0,11.91,12.93,0
rs1155,0.013,0.335,0.02,0.008,0.591,0.046,15.524,0.084,-99.0,20.334,0.033,1.0733,0.11,1.651,0.608,0.115,204.8706,0.061,-99.0,-99.0,2.46,18.328,17.012,17.889,0.527,1.705,0.055,-99.0,17.679,0.91,0.204,5.81,-99.0,0.083,2.838,3.685,1.66,1.467,8.41,-99.0,6644.46,-99.0,0.026,-17.135,2.552,17.577,0.209,0.027,0.231,6880.8,0.173,-99.0,0.058,16.09,19.67,0,0.0,0.0,0.25,1,0,0,0.0,ALFALFA,3.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1156,0.018,0.506,0.028,0.012,0.077,0.065,14.519,0.119,-99.0,19.48,0.046,4.5114,0.024,0.096,0.182,0.162,204.8737,0.086,-99.0,15.255,4.06,17.315,15.681,16.773,0.748,1.94,0.162,13.993,16.492,0.41,0.287,11.36,0.183,0.023,3.284,4.112,2.092,1.85,8.95,-99.0,6813.23,-99.0,0.031,-18.258,2.768,16.304,0.295,0.038,0.134,6825.5,0.417,0.083,0.024,14.722,19.131,1,0.07,2.13,3.63,0,1,1,2.13,ALFALFA,2.32,0.1,0.0,1,12.93,0.0,0.0,0.0,0.0,0,0.64,0,11744.0,11.91,12.93,0
rs1157,0.014,0.284,0.022,0.009,0.412,0.051,15.679,0.092,-99.0,19.58,0.036,2.9814,0.045,0.262,0.292,0.125,204.8839,0.067,-99.0,-99.0,3.67,17.943,16.753,17.584,0.451,1.568,-0.033,-99.0,17.372,0.52,0.222,8.53,-99.0,0.028,2.517,3.306,1.4,1.233,8.49,-99.0,6942.34,-99.0,0.031,-17.467,2.357,17.218,0.228,0.029,0.076,6950.4,0.098,-99.0,0.049,15.792,18.892,1,0.0,0.0,0.25,0,0,0,0.0,AO,0.73,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1158,0.016,0.393,0.025,0.01,-99.0,0.058,-99.0,0.105,9.656,14.999,0.041,0.8399,0.021,-99.0,-99.0,0.142,204.9703,0.076,0.515,11.119,14.92,13.126,-99.0,12.664,0.623,1.873,-0.115,10.665,12.403,0.67,0.253,42.92,0.251,0.021,2.848,3.726,1.597,1.367,10.51,-99.0,6644.46,-99.0,0.021,-22.326,2.751,12.224,0.26,0.033,0.026,6728.3,0.015,0.062,0.03,-99.0,14.106,1,0.16,11.71,12.33,0,1,1,9.4,ALFALFA,2.94,0.16,12.12,1,11.78,12.91,21913.0,0.0,12.11,0,0.0,1,11749.0,12.52,11.78,0
rs1159,0.013,0.268,0.02,0.008,0.491,0.047,-99.0,0.085,14.198,17.75,0.033,2.122,0.312,-99.0,0.23,0.115,204.9772,0.061,0.255,14.722,11.35,16.072,15.109,15.614,0.412,1.45,0.047,13.816,15.434,0.79,0.205,50.96,0.486,0.031,2.438,3.163,1.4,1.255,9.19,-99.0,6858.33,-99.0,0.218,-19.403,2.175,15.138,0.21,0.027,0.454,6858.3,0.054,0.116,0.034,14.247,16.496,1,0.0,0.0,0.93,0,0,0,0.0,ALFALFA,2.7,0.07,11.78,1,11.57,11.21,23921.0,1.35,11.78,0,1.33,1,13655.0,11.21,11.57,0
